x,y,class
1.0552024102124489,0.23636373562458612,0.0
1.3519977177184002,0.7194201148387156,0.0
1.544530738887405,1.7883562208636752,0.0
0.8752119421288622,2.0382082722226875,0.0
1.3559298536309798,2.1389649224071805,0.0
3.1619219834809105,4.365879929300958,0.0
0.6421748041617361,1.1789703917544987,0.0
2.0630520566924746,3.20740201118431,0.0
2.9365648315312933,1.519663783510039,0.0
2.3530962390812795,0.47217407752035145,0.0
1.8158476481824104,-0.02558631238006237,0.0
1.2195579926243245,1.5322601913492764,0.0
1.4375363164264268,2.6633061506990083,0.0
1.036351236821154,-0.031387711589244915,0.0
1.5245813116318663,3.0993913408345595,0.0
1.6513558131733057,0.2138362708610395,0.0
1.5175473160431023,1.3965299869465295,0.0
1.2500813080645488,0.2786154193510195,0.0
3.13729278457587,2.9868934930474786,0.0
1.8771234894034121,2.6375866589144783,0.0
3.033110225977931,2.18269747223965,0.0
2.7257281383922454,-0.01725653255035553,1.0
1.441704926743994,0.1719012229898078,0.0
2.3197549932415615,3.5401552613623917,0.0
1.771351163492617,2.6861226098202096,0.0
1.9717676867478222,0.40674670099199994,0.0
2.042954761912042,3.0674513967001826,0.0
2.0326311232128207,1.4686045646254524,0.0
1.911041335606244,2.4109741710382595,0.0
3.587499119733578,3.3879727880301043,0.0
2.1465165826986565,0.5218601722347762,0.0
2.580821160554204,1.009548197454556,0.0
1.9019355899562094,2.012465249403323,0.0
1.2070851841733918,-0.7678889687343518,1.0
3.1902622198675354,1.4319946520604487,0.0
2.026510875635335,2.9147577614673996,0.0
1.2301014980469405,-0.05830621067204633,1.0
3.2424985902319827,3.323183534321447,0.0
2.7397990934400216,2.9192381004838364,0.0
2.7241803552325248,1.0737773536015978,0.0
1.1447880994181232,-0.9930788527373473,0.0
2.138910251508228,1.665788565093727,0.0
2.2485317540219736,1.726672725133516,0.0
1.1878179283592143,1.1168779422191846,0.0
3.533877916173505,1.3149570893697715,0.0
0.7004278946755582,-0.5282689222936536,0.0
1.736184562186293,1.457935693317,0.0
0.8020019229772637,1.3707450515223436,0.0
2.452582052385571,0.17707801718591143,1.0
1.2587334245866413,2.472591987732913,0.0
3.5226192106680774,2.382152093487142,0.0
2.156063068857387,1.4357976785158257,0.0
2.6793780200362773,3.450729824564432,0.0
1.7976889312457671,3.1022345276562895,0.0
2.1894310592136454,1.5158960090372302,0.0
1.8156763576373085,3.062349684542127,0.0
1.7210675210597755,1.1789673001627565,0.0
2.931964333721342,3.189108401437173,0.0
1.7048083130908673,-0.11716831532825478,0.0
1.8440005132431119,1.194545699703982,0.0
1.3778740634487323,2.1717959846220714,0.0
0.9166197400098482,0.43814092671457394,0.0
1.5331005383389187,2.8656985566083844,0.0
1.3182087096794366,3.049425127514972,0.0
1.87993874543267,1.894077393463032,0.0
0.8736696564263816,0.7581277601011617,0.0
1.4015546958613754,1.8367597704986085,0.0
1.095251315873455,-0.11088778674930277,0.0
2.6999408888488654,3.215507485173887,0.0
0.8310538934890295,1.2238406825678667,0.0
2.599254687090852,1.8832814429216644,0.0
2.7263012908507767,0.7629296391125239,0.0
2.3449887366891953,1.9421342776105668,0.0
2.9017895943775747,0.7695379089055181,0.0
2.360860999760974,3.0877265267131087,0.0
1.7722293136326548,1.8518022795751954,0.0
1.371776519566343,1.8568020980622724,0.0
0.27221197070176206,-0.3885645905964523,0.0
